Gene Name	Gene Start (bp)	Gene End (bp)
AT3G26800	9862173	9862778
AT3G26855	9898515	9899456
AT3G26860	9901294	9902119
AT3G26880	9906068	9906781
AT3G26930	9925555	9927393
AT3G26934	9927523	9929269
AT3G26960	9944466	9945861
AT3G27027	9971772	9972230
AT3G27030	9972508	9974225
AT3G27040	9974768	9976390
AT3G27050	9978095	9979843
AT3G27100	9994481	9996115
AT3G27140	10006891	10008174
AT3G27185	10035096	10036359
AT3G27200	10043522	10044539
AT3G27250	10061009	10062870
AT3G27330	10116674	10120645
AT3G27331	10115541	10116278
AT3G27340	10121234	10123128
AT3G27355	10127897	10128776
AT3G27360	10129105	10129937
AT3G27410	10145071	10145900
AT3G27415	10147066	10147992
AT3G27420	10148555	10150420
AT3G27425	10150993	10151388
AT3G27520	10192294	10193500
AT3G27590	10220326	10221857
AT3G27600	10223743	10224948
AT3G27630	10230892	10231567
AT3G27809	10307417	10308403
AT3G27831	10319481	10320092
AT3G27835	10321741	10322306
AT3G27880	10338148	10339528
AT3G27900	10352462	10353875
AT3G27910	10357232	10358281
AT3G27999	10402872	10403511
AT3G28875	10892804	10893379
AT3G28020	10417906	10419149
AT3G28140	10470392	10471523
AT3G28155	10484781	10485991
AT3G28190	10512235	10513057
AT3G28200	10517977	10519516
AT3G28223	10527477	10528961
AT3G28230	10529215	10530199
AT3G28250	10533324	10533689
AT3G28280	10540646	10541670
AT3G28320	10581831	10582784
AT3G28330	10586566	10587759
AT3G28335	10588152	10589015
AT3G28420	10654470	10655555
AT3G28490	10679028	10680695
AT3G28500	10682029	10682979
AT3G28520	10688323	10689759
AT3G28900	10902003	10904458
AT3G28922	10946033	10946348
AT3G28560	10707096	10708591
AT3G28570	10710405	10712028
AT3G28580	10715597	10717393
AT3G28600	10722394	10723995
AT3G28610	10724990	10726414
AT3G28620	10727826	10728716
AT3G28635	10729313	10731391
AT3G28640	10731518	10733032
AT3G28674	10747818	10747994
AT3G28680	10748751	10749734
AT3G28750	10791499	10792846
AT3G28790	10813224	10815699
AT3G28810	10822181	10823985
AT3G28840	10838395	10840059
AT3G28870	10890355	10891839
AT3G28925	10957887	10959610
AT3G29000	11005638	11006514
AT3G28940	10968043	10969858
AT3G28950	10976108	10977527
AT3G28980	10993117	10995006
AT3G28990	11002351	11003072
AT3G29010	11006564	11008216
AT3G29033	11024007	11024889
AT3G29034	11030035	11030906
AT3G29040	11037301	11038746
AT3G29050	11039355	11040755
AT3G29070	11050081	11051153
AT3G29075	11051207	11052756
AT3G29140	11105746	11106144
AT3G29152	11114052	11114491
AT3G29173	11138404	11139178
AT3G29240	11191263	11193044
AT3G29260	11215952	11216866
AT3G30383	11984594	11985002
AT3G29280	11236576	11238043
AT3G29300	11246750	11247873
AT3G29305	11248672	11249491
AT3G29330	11257684	11259074
AT3G29385	11284395	11285402
AT3G29430	11311266	11312823
AT3G29455	11348729	11350267
AT3G29560	11359512	11360208
AT3G30385	11988319	11988767
AT3G29570	11363806	11364789
AT3G29580	11394675	11395871
AT3G29630	11447002	11448675
AT3G29633	11452509	11453528
AT3G30387	11992043	11992491
AT3G29635	11465695	11467254
AT3G29636	11467964	11468857
AT3G29637	11471115	11472130
AT3G29638	11473109	11475559
AT3G29639	11478633	11480033
AT3G29645	11480384	11481190
AT3G29680	11531353	11533028
AT3G29690	11540641	11541549
AT3G29740	11578468	11578847
AT3G29750	11579125	11580600
AT3G43290	15230568	15231115
AT3G29763	11593924	11595441
AT3G29765	11595467	11597077
AT3G29785	11612357	11612686
AT3G29790	11693095	11693622
AT3G29791	11695756	11696771
AT3G29794	14884504	14885709
AT3G29830	11737049	11738847
AT3G29970	11745197	11746570
AT3G30160	11783650	11785377
AT3G30220	11877866	11878458
AT3G30222	11878632	11878907
AT3G30235	11882266	11883625
AT3G30247	11888176	11888726
AT3G30280	11914366	11915697
AT3G30305	11924744	11926139
AT3G30370	11965180	11965719
AT3G30460	12104312	12105111
AT3G30520	12130340	12132173
AT3G30525	12132865	12133498
AT3G30540	12144792	12146502
AT3G30580	12167577	12168181
AT3G30730	12357280	12358128
AT3G30739	12369195	12370405
AT3G30820	12529843	12531235
AT3G30805	12488978	12489925
AT3G30823	12560822	12562099
AT3G31350	12702587	12703222
AT3G31430	12795861	12796871
AT3G31550	12836283	12837110
AT3G31560	12870400	12870856
AT3G31925	12931025	12932241
AT3G32040	13047645	13049106
AT3G32047	13061048	13062768
AT3G32050	13067626	13068582
AT3G32090	13078956	13079921
AT3G32130	13127479	13128165
AT3G42140	14302060	14303018
AT3G32150	13143627	13144825
AT3G32160	13145440	13145953
AT3G32190	13163278	13164557
AT3G32330	13276082	13277155
AT3G32410	13368435	13369133
AT3G32420	13374402	13375467
AT3G32896	13424905	13425833
AT3G32904	13451438	13452807
AT3G32930	13489249	13490906
AT3G32960	13499677	13500415
AT3G33187	14020687	14021392
AT3G33293	14037060	14037626
AT3G33494	14038360	14039358
AT3G42153	14311751	14312254
AT3G33528	14082640	14084346
AT3G36659	2100021	2101402
AT3G41762	14195447	14196865
AT3G42075	14297931	14299337
AT3G42130	14298241	14298883
AT3G44140	15885077	15885380
AT3G42155	14312295	14313498
AT3G42160	14314583	14315634
AT3G42310	14459818	14461497
AT3G42390	14518021	14518467
AT3G42565	14683051	14683410
AT3G42990	15030354	15031152
AT3G42570	14689058	14690388
AT3G42628	14720735	14720872
AT3G42630	14722250	14723919
AT3G42660	14751280	14755701
AT3G42725	14842849	14843718
AT3G42780	14871213	14871743
AT3G42786	14876476	14877255
AT3G45245	16578384	16578734
AT3G42800	14905230	14907035
AT3G42830	14929714	14930678
AT3G42870	14949456	14951279
AT3G42940	15006613	15007194
AT3G43110	15091521	15092521
AT3G43150	15143695	15144432
AT3G43153	15150104	15150916
AT3G43170	15172148	15172754
AT3G43180	15178043	15178937
AT3G43250	15216585	15217574
AT3G43280	15229778	15230251
AT3G43291	15231277	15232108
AT3G43340	15284861	15285851
AT3G43400	15332136	15333703
AT3G43410	15340504	15341109
AT3G43420	15345315	15345679
AT3G43430	15354535	15355494
AT3G43432	15359783	15360090
AT3G43470	15391568	15393281
AT3G43490	15398859	15400079
AT3G43500	15400257	15400718
AT3G43503	15400717	15401123
AT3G43550	15448635	15450057
AT3G43570	15473345	15474765
AT3G43580	15502016	15503638
AT3G43583	15506774	15507076
AT3G43590	15509527	15512574
AT3G43630	15538816	15539418
AT3G43660	15565224	15566047
AT3G43682	15584589	15585426
AT3G43710	15605608	15606744
AT3G43740	15644009	15645688
AT3G43750	15646460	15647566
AT3G43833	15687554	15688773
AT3G43837	15690840	15692202
AT3G43840	15700352	15701843
AT3G43850	15702085	15704391
AT3G43870	15728176	15729150
AT3G43880	15738173	15738616
AT3G43910	15751387	15752689
AT3G43940	15764265	15765371
AT3G43950	15766361	15767014
AT3G43960	15774053	15775873
AT3G43970	15777408	15778166
AT3G43980	15778275	15779360
AT3G44006	15796133	15796837
AT3G44010	15799481	15801227
AT3G44020	15801372	15802855
AT3G44060	15824938	15826391
AT3G44070	15828153	15829823
AT3G44080	15835632	15837126
AT3G44090	15839123	15840759
AT3G44100	15865933	15867534
AT3G44115	15874918	15875456
AT3G44120	15878399	15879830
AT3G44130	15881870	15883638
AT3G44150	15887490	15888879
AT3G44170	15894790	15895257
AT3G44180	15900795	15901716
AT3G44210	15916270	15917332
AT3G44220	15927939	15929839
AT3G44230	15932134	15932748
AT3G45248	16581929	16582273
AT3G44240	15940184	15940903
AT3G44265	15955138	15956246
AT3G44326	16000879	16002163
AT3G44330	16006508	16011121
AT3G44380	16036115	16037216
AT3G44405	16049942	16051241
AT3G44430	16068257	16069750
AT3G44435	16068618	16069046
AT3G44450	16073765	16074929
AT3G44485	16096477	16097400
AT3G44555	16144665	16145722
AT3G44570	16158405	16159835
AT3G44580	16160338	16161837
AT3G44590	16163709	16164997
AT3G44635	16199123	16200095
AT3G44665	16216097	16216809
AT3G44695	16236298	16237095
AT3G44700	16236992	16237793
AT3G44710	16251802	16253535
AT3G44716	16263046	16264261
AT3G44718	16266111	16266314
AT3G44755	16301834	16302731
AT3G44760	16305322	16306378
AT3G44763	16308432	16309472
AT3G44766	16310244	16310665
AT3G44770	16315932	16319707
AT3G44780	16321601	16322604
AT3G44790	16328697	16330535
AT3G44800	16343333	16344834
AT3G44805	16350395	16351437
AT3G44810	16358496	16359983
AT3G44840	16372418	16373759
AT3G44870	16382219	16383605
AT3G44935	16409003	16409610
AT3G44960	16427581	16429403
AT3G44980	16441023	16442098
AT3G45020	16468961	16470263
AT3G45030	16471361	16472409
AT3G45050	16475957	16477524
AT3G45070	16486274	16487484
AT3G45080	16488578	16489782
AT3G45093	16496727	16497340
AT3G45110	16508170	16508625
AT3G45160	16533428	16534265
AT3G45180	16538237	16539244
AT3G45190	16541615	16548367
AT3G45200	16548828	16549730
AT3G45210	16556684	16558169
AT3G45220	16564881	16566330
AT3G45230	16569051	16569860
AT3G45243	16575823	16576173
AT3G45275	16605781	16606238
AT3G45285	16614566	16614901
AT3G45320	16631635	16632254
AT3G45430	16660575	16664146
AT3G45450	16673146	16674880
AT3G45460	16678434	16680043
AT3G45470	16680505	16681261
AT3G45555	16712368	16713009
AT3G51210	19020886	19021201
AT3G45480	16683204	16684592
AT3G45490	16686962	16687893
AT3G45500	16688418	16689693
AT3G45510	16690790	16691728
AT3G45525	16697273	16697828
AT3G45540	16706312	16707649
AT3G45570	16725094	16726116
AT3G45577	16728701	16729547
AT3G45580	16729989	16731511
AT3G45670	16765320	16766459
AT3G45690	16776268	16778150
AT3G45720	16785046	16786945
AT3G45730	16789780	16790690
AT3G45790	16825005	16826222
AT3G45800	16829482	16831134
AT3G45820	16840030	16840983
AT3G45851	16861431	16861535
AT3G45910	16876338	16877075
AT3G45920	16882182	16883011
AT3G45930	16883316	16884009
AT3G45950	16889461	16890803
AT3G46020	16912285	16913350
AT3G46050	16916072	16917184
AT3G46070	16920445	16920957
AT3G46080	16922514	16923299
AT3G49115	18205775	18205975
AT3G46140	16948090	16949220
AT3G46160	16950955	16952136
AT3G46170	16952521	16953780
AT3G46260	16998163	16999992
AT3G46300	17015777	17016746
AT3G46310	17017451	17017825
AT3G46320	17019785	17020428
AT3G46360	17042215	17043500
AT3G46380	17059218	17059896
AT3G46390	17071255	17071683
AT3G46410	17079093	17080684
AT3G46430	17087538	17088753
AT3G46470	17099916	17100973
AT3G46565	17144931	17145205
AT3G46570	17145797	17146867
AT3G46616	17172972	17173982
AT3G46617	17175028	17175987
AT3G46630	17180678	17182560
AT3G46680	17195318	17196743
AT3G46700	17200167	17202074
AT3G46735	17214279	17215815
AT3G46760	17221936	17223272
AT3G46770	17223809	17225486
AT3G46845	17254395	17255802
AT3G46860	17260234	17260599
AT3G46870	17262943	17264555
AT3G46880	17265234	17266266
AT3G46910	17278542	17279652
AT3G46950	17289369	17290963
AT3G47020	17319862	17321077
AT3G47030	17322119	17323594
AT3G47070	17336592	17337733
AT3G47100	17345570	17346106
AT3G47130	17353714	17355086
AT3G47140	17357026	17357801
AT3G47150	17358591	17359765
AT3G47170	17368672	17370494
AT3G47180	17372731	17373547
AT3G47190	17374379	17376054
AT3G47295	17427950	17428511
AT3G47370	17453423	17454730
AT3G47380	17457614	17458599
AT3G47410	17468713	17469517
AT3G47480	17496085	17497164
AT3G47510	17510981	17511858
AT3G47540	17520958	17522624
AT3G47560	17525476	17527162
AT3G47590	17535759	17537580
AT3G47650	17569424	17570607
AT3G47670	17574785	17575880
AT3G47830	17647004	17648431
AT3G47836	17650260	17651849
AT3G47850	17654129	17656013
AT3G47920	17682952	17683854
AT3G47940	17687885	17689743
AT3G47965	17707918	17708918
AT3G48020	17724400	17725198
AT3G48131	17775456	17775587
AT3G48140	17778282	17779601
AT3G48180	17790312	17790919
AT3G48185	17792809	17793768
AT3G48205	17840610	17841288
AT3G48208	17846046	17846645
AT3G48210	17849351	17851785
AT3G48220	17852284	17853557
AT3G48240	17867131	17868460
AT3G48343	17899785	17900996
AT3G48344	17902088	17902872
AT3G48390	17920795	17923496
AT3G48450	17943933	17945138
AT3G48460	17949416	17951250
AT3G48475	17954727	17956096
AT3G48490	17961266	17962014
AT3G48510	17967354	17968590
AT3G48550	17993819	17994779
AT3G48570	18003818	18005272
AT3G48600	18010026	18011440
AT3G49300	18276770	18277605
AT3G48620	18015983	18017821
AT3G48630	18018226	18018808
AT3G48640	18021356	18022648
AT3G48660	18029659	18030133
AT3G48675	18034192	18034551
AT3G48770	18078452	18087414
AT3G48800	18095442	18096891
AT3G48840	18112534	18114070
AT3G48940	18142618	18144311
AT3G48960	18150444	18151412
AT3G48970	18152236	18153643
AT3G48980	18155087	18158417
AT3G49020	18169079	18170660
AT3G49030	18173087	18174947
AT3G49040	18177482	18178839
AT3G49045	18178861	18179339
AT3G49055	18185109	18186968
AT3G49070	18192347	18193867
AT3G49130	18210453	18211708
AT3G49150	18218858	18220430
AT3G49155	18220778	18222084
AT3G49230	18254232	18255485
AT3G49270	18267149	18268271
AT3G49305	18279622	18280408
AT3G49307	18282202	18283194
AT3G49330	18291339	18292267
AT3G49340	18293173	18294621
AT3G49440	18335715	18336317
AT3G49450	18337305	18338542
AT3G49480	18342544	18344137
AT3G49510	18353891	18355057
AT3G49520	18359584	18360750
AT3G49540	18365678	18366666
AT3G49550	18367897	18368900
AT3G49560	18370521	18372139
AT3G49610	18390413	18391417
AT3G49770	18460890	18461876
AT3G49820	18481027	18481821
AT3G49830	18482249	18483980
AT3G50200	18612266	18613435
AT3G49890	18499164	18500722
AT3G49910	18504164	18505390
AT3G49930	18510056	18511136
AT3G49950	18522466	18523934
AT3G49960	18524084	18525792
AT3G49980	18530290	18531634
AT3G50020	18542060	18542690
AT3G50030	18546444	18548240
AT3G50050	18553941	18557460
AT3G50270	18635758	18637468
AT3G50280	18637735	18639475
AT3G50290	18639672	18641256
AT3G50300	18643860	18645510
AT3G50320	18653731	18654717
AT3G50340	18664838	18666691
AT3G50373	18684659	18685121
AT3G50390	18702060	18703731
AT3G50520	18747954	18749674
AT3G50540	18757749	18758244
AT3G50550	18759348	18760711
AT3G50570	18766749	18767607
AT3G50590	18770872	18779502
AT3G50610	18779551	18780514
AT3G50640	18803665	18804731
AT3G50685	18834155	18834834
AT3G50710	18845123	18846905
AT3G50730	18851533	18853137
AT3G50800	18882112	18883033
AT3G50808	18887614	18888047
AT3G50810	18888821	18890263
AT3G50845	18899930	18901209
AT3G50850	18901342	18902152
AT3G50880	18913310	18915094
AT3G50900	18917782	18918811
AT3G50925	18925658	18926083
AT3G50940	18933751	18935611
AT3G50990	18943135	18944811
AT3G51000	18945025	18946621
AT3G51171	19010805	19012008
AT3G51010	18946641	18948197
AT3G51020	18949645	18950221
AT3G51070	18969068	18972554
AT3G51190	19016519	19017547
AT3G51220	19021705	19022647
AT3G51230	19023064	19024352
AT3G51325	19051829	19053259
AT3G51350	19060261	19063538
AT3G51400	19077850	19078955
AT3G51410	19080800	19082613
AT3G51440	19089026	19090662
AT3G51450	19090947	19092511
AT3G51500	19108080	19108917
AT3G51510	19108990	19110372
AT3G51642	19157609	19158149
AT3G51644	19158153	19158495
AT3G51660	19163995	19165322
AT3G51690	19176328	19178161
AT3G51710	19182289	19184152
AT3G51720	19184926	19186660
AT3G51750	19196362	19197356
AT3G51890	19249475	19251112
AT3G51930	19271347	19273064
AT3G52040	19304170	19304861
AT3G51990	19287757	19289388
AT3G52060	19310531	19312281
AT3G52070	19312718	19313466
AT3G52105	19323158	19323827
AT3G52130	19332011	19332597
AT3G52220	19369362	19371074
AT3G52230	19371135	19372687
AT3G52320	19403020	19404192
AT3G52330	19404955	19406207
AT3G52350	19409606	19410148
AT3G52360	19412019	19413058
AT3G52470	19450506	19451982
AT3G52440	19435122	19436299
AT3G52460	19446637	19448002
AT3G52480	19451951	19453212
AT3G52510	19469551	19470813
AT3G52520	19473339	19474606
AT3G52530	19484567	19486130
AT3G52550	19492099	19492987
AT3G52561	19497034	19497650
AT3G52570	19501130	19503027
AT3G52790	19565790	19566492
AT3G62930	23261442	23261927
AT3G52580	19503153	19504973
AT3G52620	19513044	19513822
AT3G52630	19513937	19514868
AT3G52690	19530736	19531811
AT3G52710	19534585	19536018
AT3G52730	19542819	19544365
AT3G52740	19546227	19547171
AT3G52760	19553679	19554858
AT3G52800	19569256	19570710
AT3G52830	19578005	19578265
AT3G52860	19591848	19592768
AT3G52900	19613078	19614027
AT3G59840	22105522	22106242
AT3G52905	19614007	19615754
AT3G52941	19633330	19633473
AT3G52960	19639549	19640710
AT3G52980	19645660	19646962
AT3G53010	19656488	19658124
AT3G53040	19664629	19666497
AT3G53050	19669084	19669774
AT3G53065	19672726	19673567
AT3G53070	19674533	19674942
AT3G53075	19676310	19677291
AT3G59845	22106243	22107939
AT3G59880	22120876	22121957
AT3G59930	22139492	22140320
AT3G60090	22190782	22191748
AT3G59940	22142856	22144439
AT3G59980	22154244	22155641
AT3G60060	22182291	22183078
AT3G60080	22187275	22188934
AT3G60150	22221972	22223512
AT3G60180	22242500	22244125
AT3G60200	22248892	22250568
AT3G60210	22251047	22252899
AT3G60245	22268688	22270028
AT3G60250	22270270	22272173
AT3G60270	22277797	22278837
AT3G60320	22291886	22295529
AT3G60328	22298367	22298525
AT3G60415	22334424	22335858
AT3G60420	22336013	22337617
AT3G60440	22337791	22339520
AT3G60450	22340859	22342330
AT3G60480	22347451	22348351
AT3G60490	22349308	22350458
AT3G60520	22361431	22362579
AT3G60540	22374864	22375916
AT3G61113	22614385	22615577
AT3G60580	22393823	22395244
AT3G60650	22419115	22420517
AT3G60690	22434864	22436053
AT3G60700	22438223	22439294
AT3G60710	22440198	22441507
AT3G60760	22458616	22459202
AT3G60770	22460189	22461779
AT3G60780	22462613	22463833
AT3G60810	22470519	22471906
AT3G60910	22501544	22503372
AT3G60940	22521446	22523701
AT3G60966	22552560	22553668
AT3G60975	22564003	22565312
AT3G60980	22565309	22566773
AT3G60990	22568958	22569975
AT3G61090	22609040	22609853
AT3G61100	22610329	22611321
AT3G61111	22613091	22614002
AT3G61200	22657455	22658582
AT3G61210	22658632	22659896
AT3G61260	22675061	22676851
AT3G61340	22701034	22702530
AT3G61360	22704304	22706141
AT3G61400	22718846	22720646
AT3G61410	22720921	22722696
AT3G61420	22726708	22732152
AT3G61500	22760541	22762388
AT3G61550	22776242	22777362
AT3G61571	22783959	22784182
AT3G61660	22815989	22816663
AT3G61723	22846405	22846925
AT3G61810	22877168	22878550
AT3G61826	22886631	22886723
AT3G61829	22887191	22887322
AT3G61840	22892466	22893304
AT3G61870	22902491	22904137
AT3G61900	22925742	22926379
AT3G61920	22932454	22933362
AT3G61962	22947108	22947233
AT3G61980	22956000	22956966
AT3G62040	22975328	22976603
AT3G62050	22978002	22979158
AT3G62070	22983517	22984566
AT3G62140	23007083	23008749
AT3G62160	23014127	23015956
AT3G62180	23019584	23020598
AT3G62450	23098019	23099070
AT3G62190	23021025	23022773
AT3G62320	23061805	23062398
AT3G62380	23083523	23085035
AT3G62400	23089596	23090821
AT3G62460	23104665	23105650
AT3G62510	23122831	23123802
AT3G62530	23132122	23133298
AT3G62640	23166219	23166979
AT3G62550	23135630	23137173
AT3G62560	23137286	23139145
AT3G62580	23146809	23147951
AT3G62615	23155360	23155854
AT3G62630	23163747	23165387
AT3G62650	23168061	23169187
AT3G62695	23185929	23186129
AT3G62920	23260597	23261297
AT3G62730	23207854	23209533
AT3G62780	23221719	23222995
AT3G62790	23223030	23224326
AT3G62810	23227622	23229027
AT3G62820	23229381	23230575
AT3G62840	23235490	23236816
AT3G62850	23237487	23239155
AT3G62870	23242561	23244397
AT3G62950	23266227	23267090
AT3G62960	23268641	23269324
AT3G62990	23282583	23283368
AT3G63020	23294382	23295143
AT3G63040	23296572	23297225
AT3G63050	23297744	23298534
AT3G63090	23313428	23315062
AT3G63093	23315085	23316615
AT3G63095	23315506	23316258
AT3G63215	23353991	23354340
AT3G63220	23357328	23359291
AT3G63230	23359633	23360338
AT3G63255	23372870	23373545
AT3G63360	23401166	23401679
AT3G63390	23411053	23411988
AT3G63540	23458642	23459804
AT2G04360	1519339	1521123
AT2G04378	1525029	1526875
AT2G04380	1525642	1526767
AT2G04840	1697009	1698240
AT2G04390	1526889	1528577
AT2G04395	1528927	1529995
AT2G04440	1541511	1542729
AT2G04480	1554083	1555514
AT2G04495	1564056	1565137
AT2G04570	1594588	1596372
AT2G04622	1613686	1614019
AT2G04790	1679307	1680543
AT2G04795	1682856	1683614
AT2G04800	1687173	1687939
AT2G04830	1695355	1695856
AT2G04845	1702201	1704045
AT2G04900	1722481	1723976
AT2G04910	1723939	1724354
AT2G04930	1733638	1734471
AT2G05050	1794035	1795084
AT2G05060	1798155	1799102
AT2G05720	2147192	2148215
AT2G05752	2169305	2170528
AT2G01360	167931	168479
AT2G03955	1238630	1239163
AT2G05910	2258281	2259633
AT2G05915	2263816	2264265
AT2G01035	50288	51487
AT2G01045	53269	54468
AT2G01050	68337	69884
AT2G01080	77888	79373
AT2G01100	81436	83290
AT2G01175	104884	106291
AT2G01240	128291	129132
AT2G01250	132578	134455
AT2G01300	151057	151971
AT2G01310	152298	152827
AT2G05140	1853935	1854903
AT2G01370	168631	169642
AT2G01379	171098	171472
AT2G01400	174168	175617
AT2G01410	175040	176407
AT2G01580	265022	265948
AT2G01540	242041	243649
AT2G01560	250245	251806
AT2G01610	273895	275002
AT2G01640	282830	284598
AT2G01755	332188	332808
AT2G01710	315648	316993
AT2G01740	326136	327875
AT2G01780	338024	339871
AT2G01790	341322	342480
AT2G01920	426052	427091
AT2G01800	343562	345254
AT2G01870	389470	390405
AT2G01913	421608	422643
AT2G02030	482335	483829
AT2G02061	497989	499559
AT2G02103	530241	531636
AT2G02290	604453	605361
AT2G02455	647880	648687
AT2G02400	631140	632637
AT2G02440	638012	639305
AT2G04037	1305560	1306148
AT2G02490	667041	668284
AT2G02493	667142	668055
AT2G02497	668920	670055
AT2G02498	669760	670204
AT2G02510	673260	674986
AT2G46765	19220194	19220586
AT2G02520	676771	678145
AT2G02550	687384	688764
AT2G02590	704836	706686
AT2G02650	735411	736546
AT2G02660	738504	739834
AT2G02700	756405	757969
AT2G04170	1417178	1419621
AT2G02770	778345	779786
AT2G02795	795852	796672
AT2G02835	820437	821291
AT2G02840	821553	822858
AT2G03020	882645	884164
AT2G03040	892666	893588
AT2G03130	940607	941076
AT2G03300	1003468	1004222
AT2G05185	1876899	1878322
AT2G03180	962764	963126
AT2G03200	966390	968048
AT2G03230	972917	973375
AT2G03290	999406	1000688
AT2G03310	1006256	1007186
AT2G03350	1019535	1021186
AT2G03430	1036008	1037675
AT2G03460	1043621	1044992
AT2G03505	1063943	1065471
AT2G03550	1076863	1078348
AT2G03560	1079639	1080826
AT2G03565	1081592	1082121
AT2G03567	1085525	1086607
AT2G03570	1085560	1085988
AT2G03580	1093264	1094481
AT2G03610	1099070	1100202
AT2G03630	1103205	1104392
AT2G03690	1121900	1123267
AT2G03780	1152446	1154322
AT2G03740	1142725	1143988
AT2G03937	1224349	1224850
AT2G03750	1147774	1149261
AT2G03770	1150871	1152044
AT2G03821	1167303	1168206
AT2G03850	1175581	1176802
AT2G03930	1204920	1206249
AT2G03931	1214428	1214843
AT2G03932	1213233	1213650
AT2G03933	1217531	1218043
AT2G03965	1251510	1252989
AT2G04020	1274427	1275916
AT2G04031	1304160	1304783
AT2G04039	1333133	1334566
AT2G04041	1307981	1308544
AT2G04045	1314745	1315302
AT2G04062	1345177	1346266
AT2G04066	1352887	1353517
AT2G04115	1385438	1386071
AT2G04137	1332183	1332608
AT2G04220	1445085	1446507
AT2G05220	1894349	1896050
AT2G05260	1918273	1920042
AT2G05370	1960413	1961840
AT2G05400	1974886	1976570
AT2G05410	1976918	1978553
AT2G05420	1983901	1985449
AT2G05600	2072646	2073547
AT2G05530	2029687	2030544
AT2G05540	2033154	2034283
AT2G05580	2055519	2056745
AT2G05632	2087145	2088183
AT2G05635	2089484	2091016
AT2G06095	2373522	2374745
AT2G06166	2411005	2411656
AT2G44925	18527251	18528295
AT2G44940	18537177	18538479
AT2G44993	18563938	18565339
AT2G45040	18577500	18578945
AT2G45120	18603455	18604878
AT2G45135	18608824	18610574
AT2G45180	18626188	18627157
AT2G45243	18660696	18661296
AT2G45250	18661460	18663064
AT2G45260	18664390	18666475
AT2G45360	18698592	18699514
AT2G45403	18709301	18710153
AT2G45405	18710344	18710917
AT2G45406	18710961	18711548
AT2G45520	18755045	18756302
AT2G45530	18756471	18757513
AT2G45590	18785990	18789113
AT2G45600	18789489	18791015
AT2G46690	19180705	19181600
AT2G45610	18791289	18792586
AT2G45630	18795926	18797263
AT2G45695	18825954	18826899
AT2G45710	18831130	18832673
AT2G45820	18862953	18864741
AT2G45860	18874566	18875653
AT2G45930	18901392	18902914
AT2G45940	18902963	18904325
AT2G46000	18921024	18922179
AT2G46735	19204185	19205136
AT2G46050	18939262	18941034
AT2G46100	18953275	18954619
AT2G46140	18958999	18960645
AT2G46150	18961283	18962423
AT2G46190	18971769	18972804
AT2G46220	18979399	18980940
AT2G46230	18984199	18985959
AT2G46300	19008175	19009651
AT2G46360	19028359	19029127
AT2G46375	19037800	19038431
AT2G46455	19069385	19071083
AT2G46460	19071537	19072019
AT2G46490	19079305	19080143
AT2G46493	19080254	19081751
AT2G46494	19082344	19083811
AT2G46495	19083910	19085776
AT2G46535	19109513	19110497
AT2G46540	19110472	19111837
AT2G46580	19129230	19130712
AT2G46600	19136019	19136600
AT2G46670	19164357	19165233
AT2G46890	19266664	19268195
AT2G46910	19272281	19274002
AT2G46940	19286434	19287590
AT2G46995	19309394	19309673
AT2G47050	19331545	19332659
AT2G47115	19345350	19346921
AT2G47120	19347239	19348362
AT2G47150	19352324	19353114
AT2G47200	19377575	19378331
AT2G47245	19398184	19399097
AT2G47280	19416775	19418383
AT2G47320	19427316	19428933
AT2G47340	19432147	19433156
AT2G47360	19437648	19438920
AT2G47370	19438951	19440487
AT2G47380	19440923	19442053
AT2G47480	19483919	19484710
AT2G47485	19485809	19486833
AT2G47530	19504171	19505048
AT2G47540	19505827	19506681
AT2G47560	19511717	19512728
AT2G47570	19515764	19516922
AT2G47640	19537090	19538820
AT2G47670	19543921	19544910
AT2G47690	19551195	19552358
AT2G47710	19554724	19556126
AT2G47780	19570040	19571034
AT2G47844	19595079	19595439
AT2G47870	19603163	19603895
AT2G47880	19605030	19605704
AT2G47935	19617250	19618496
AT2G47950	19624022	19624922
AT2G48020	19644021	19647365
AT2G48060	19651108	19662723
AT2G12200	4900613	4900944
AT2G48075	19663916	19664767
AT2G48090	19668932	19670197
AT2G48121	19681637	19682406
AT2G06265	2529780	2530255
AT2G06420	2538743	2540365
AT2G06425	2571928	2572743
AT2G06555	2604148	2604927
AT2G06565	2621756	2622063
AT2G06645	2647991	2649647
AT2G06904	2806625	2807368
AT2G06906	2807415	2807967
AT2G06908	2815398	2816349
AT2G07000	2901870	2902290
AT2G07110	2952610	2953208
AT2G07120	2953605	2954722
AT2G07190	2987367	2988945
AT2G07200	2989205	2989878
AT2G07215	2996776	2997889
AT2G07290	3029561	3030035
AT2G07310	3034797	3036387
AT2G07440	3093821	3094750
AT2G07505	3125671	3126173
AT2G07565	3187068	3188422
AT2G07613	3261009	3261453
AT2G07621	3263619	3264412
AT2G07623	3276728	3277668
AT2G07626	3296472	3297016
AT2G07627	3298498	3298716
AT2G07628	3301041	3301624
AT2G07629	3312873	3313502
AT2G07631	3318248	3319435
AT2G07633	3329660	3331324
AT2G07634	3338669	3339047
AT2G07636	3340397	3341060
AT2G07637	3343332	3344075
AT2G07638	3377163	3378213
AT2G07640	3220739	3221422
AT2G07641	3389612	3390726
AT2G07643	3404683	3405417
AT2G07646	3408519	3409740
