chr	source	type	start	end	score	strand	phase	attributes	Gene	te_dist
Chr2	TAIR10	gene	15231393	15233281	.	+	.	ID=AT2G36325;Note=protein_coding_gene;Name=AT2G36325	AT2G36325	9435
Chr2	TAIR10	gene	15233522	15235453	.	+	.	ID=AT2G36330;Note=protein_coding_gene;Name=AT2G36330	AT2G36330	11564
Chr2	TAIR10	gene	15235723	15237728	.	+	.	ID=AT2G36340;Note=protein_coding_gene;Name=AT2G36340	AT2G36340	13765
Chr2	TAIR10	gene	15238093	15241923	.	+	.	ID=AT2G36350;Note=protein_coding_gene;Name=AT2G36350	AT2G36350	14715
Chr2	TAIR10	gene	15242376	15243492	.	+	.	ID=AT2G36355;Note=protein_coding_gene;Name=AT2G36355	AT2G36355	13146
Chr2	TAIR10	gene	15242904	15247627	.	-	.	ID=AT2G36360;Note=protein_coding_gene;Name=AT2G36360	AT2G36360	9011
Chr2	TAIR10	gene	15247793	15252967	.	+	.	ID=AT2G36370;Note=protein_coding_gene;Name=AT2G36370	AT2G36370	3671
Chr2	TAIR10	gene	15257583	15263766	.	+	.	ID=AT2G36380;Note=protein_coding_gene;Name=AT2G36380	AT2G36380	114
Chr2	TAIR10	gene	15264237	15270092	.	+	.	ID=AT2G36390;Note=protein_coding_gene;Name=AT2G36390	AT2G36390	3545
Chr2	TAIR10	gene	15270088	15272823	.	-	.	ID=AT2G36400;Note=protein_coding_gene;Name=AT2G36400	AT2G36400	814
Chr2	TAIR10	gene	15278769	15280688	.	+	.	ID=AT2G36410;Note=protein_coding_gene;Name=AT2G36410	AT2G36410	2956
Chr2	TAIR10	gene	15286498	15288990	.	+	.	ID=AT2G36420;Note=protein_coding_gene;Name=AT2G36420	AT2G36420	0
Chr2	TAIR10	gene	15290204	15291763	.	+	.	ID=AT2G36430;Note=protein_coding_gene;Name=AT2G36430	AT2G36430	1284
Chr2	TAIR10	gene	15292648	15292872	.	+	.	ID=AT2G36440;Note=protein_coding_gene;Name=AT2G36440	AT2G36440	3728
Chr2	TAIR10	gene	15294303	15294857	.	-	.	ID=AT2G36450;Note=protein_coding_gene;Name=AT2G36450	AT2G36450	5383
Chr2	TAIR10	gene	15296701	15298514	.	-	.	ID=AT2G36460;Note=protein_coding_gene;Name=AT2G36460	AT2G36460	7781
Chr2	TAIR10	gene	15299362	15300990	.	-	.	ID=AT2G36470;Note=protein_coding_gene;Name=AT2G36470	AT2G36470	10442
Chr2	TAIR10	gene	15302567	15306274	.	-	.	ID=AT2G36480;Note=protein_coding_gene;Name=AT2G36480	AT2G36480	8690
Chr2	TAIR10	gene	15306954	15307794	.	-	.	ID=AT2G36485;Note=protein_coding_gene;Name=AT2G36485	AT2G36485	7170
Chr2	TAIR10	gene	15308021	15314807	.	-	.	ID=AT2G36490;Note=protein_coding_gene;Name=AT2G36490	AT2G36490	157
Chr2	TAIR10	gene	15318028	15320152	.	+	.	ID=AT2G36500;Note=protein_coding_gene;Name=AT2G36500	AT2G36500	2749
Chr2	TAIR10	gene	15320234	15320316	.	+	.	ID=AT2G36510;Note=tRNA;Name=AT2G36510	AT2G36510	4198
Chr2	TAIR10	gene	15320385	15320467	.	-	.	ID=AT2G36520;Note=tRNA;Name=AT2G36520	AT2G36520	4047
Chr2	TAIR10	gene	15320756	15323869	.	-	.	ID=AT2G36530;Note=protein_coding_gene;Name=AT2G36530	AT2G36530	645
Chr2	TAIR10	gene	15325237	15326449	.	+	.	ID=AT2G36540;Note=protein_coding_gene;Name=AT2G36540	AT2G36540	466
Chr2	TAIR10	gene	15327479	15328802	.	+	.	ID=AT2G36550;Note=protein_coding_gene;Name=AT2G36550	AT2G36550	2708
Chr2	TAIR10	gene	15329143	15332447	.	-	.	ID=AT2G36560;Note=protein_coding_gene;Name=AT2G36560	AT2G36560	171
Chr2	TAIR10	gene	15335496	15337927	.	+	.	ID=AT2G36570;Note=protein_coding_gene;Name=AT2G36570	AT2G36570	0
Chr2	TAIR10	gene	15337989	15338129	.	-	.	ID=AT2G36571;Note=protein_coding_gene;Name=AT2G36571	AT2G36571	2357
Chr2	TAIR10	gene	15339122	15343086	.	+	.	ID=AT2G36580;Note=protein_coding_gene;Name=AT2G36580	AT2G36580	3490
Chr2	TAIR10	gene	15343006	15345337	.	-	.	ID=AT2G36590;Note=protein_coding_gene;Name=AT2G36590	AT2G36590	7374
Chr2	TAIR10	gene	15346160	15346232	.	+	.	ID=AT2G36600;Note=tRNA;Name=AT2G36600	AT2G36600	10528
Chr2	TAIR10	gene	15349327	15350088	.	+	.	ID=AT2G36610;Note=protein_coding_gene;Name=AT2G36610	AT2G36610	13695
Chr2	TAIR10	gene	15350347	15351900	.	-	.	ID=AT2G36620;Note=protein_coding_gene;Name=AT2G36620	AT2G36620	14715
Chr2	TAIR10	gene	15352491	15355177	.	-	.	ID=AT2G36630;Note=protein_coding_gene;Name=AT2G36630	AT2G36630	15802
Chr2	TAIR10	gene	15355648	15355764	.	+	.	ID=AT2G36632;Note=protein_coding_gene;Name=AT2G36632	AT2G36632	15215
Chr2	TAIR10	gene	15356834	15358612	.	-	.	ID=AT2G36640;Note=protein_coding_gene;Name=AT2G36640	AT2G36640	12367
Chr2	TAIR10	gene	15359915	15361328	.	+	.	ID=AT2G36650;Note=protein_coding_gene;Name=AT2G36650	AT2G36650	9651
Chr2	TAIR10	gene	15361321	15364398	.	-	.	ID=AT2G36660;Note=protein_coding_gene;Name=AT2G36660	AT2G36660	6581
Chr2	TAIR10	gene	15364788	15368158	.	-	.	ID=AT2G36670;Note=protein_coding_gene;Name=AT2G36670	AT2G36670	2821
Chr2	TAIR10	gene	15368798	15370846	.	-	.	ID=AT2G36680;Note=protein_coding_gene;Name=AT2G36680	AT2G36680	133
Chr2	TAIR10	gene	15379694	15381987	.	+	.	ID=AT2G36690;Note=protein_coding_gene;Name=AT2G36690	AT2G36690	2362
Chr2	TAIR10	gene	15382661	15383440	.	+	.	ID=AT2G36695;Note=protein_coding_gene;Name=AT2G36695	AT2G36695	3264
Chr2	TAIR10	gene	15384706	15386421	.	-	.	ID=AT2G36700;Note=protein_coding_gene;Name=AT2G36700	AT2G36700	283
Chr2	TAIR10	gene	15389466	15391251	.	-	.	ID=AT2G36710;Note=protein_coding_gene;Name=AT2G36710	AT2G36710	1947
Chr2	TAIR10	gene	15393071	15399418	.	+	.	ID=AT2G36720;Note=protein_coding_gene;Name=AT2G36720	AT2G36720	0
Chr2	TAIR10	gene	15401374	15401787	.	+	.	ID=AT2G36724;Note=protein_coding_gene;Name=AT2G36724	AT2G36724	2707
Chr2	TAIR10	gene	15405068	15406573	.	-	.	ID=AT2G36730;Note=protein_coding_gene;Name=AT2G36730	AT2G36730	1
Chr2	TAIR10	gene	15406690	15409835	.	-	.	ID=AT2G36740;Note=protein_coding_gene;Name=AT2G36740	AT2G36740	1623
Chr2	TAIR10	gene	15410462	15412038	.	-	.	ID=AT2G36750;Note=protein_coding_gene;Name=AT2G36750	AT2G36750	5395
Chr2	TAIR10	gene	15413042	15414594	.	-	.	ID=AT2G36760;Note=protein_coding_gene;Name=AT2G36760	AT2G36760	7975
Chr2	TAIR10	gene	15415139	15416766	.	-	.	ID=AT2G36770;Note=protein_coding_gene;Name=AT2G36770	AT2G36770	10072
Chr2	TAIR10	gene	15417490	15419154	.	-	.	ID=AT2G36780;Note=protein_coding_gene;Name=AT2G36780	AT2G36780	12423
Chr2	TAIR10	gene	15420190	15421866	.	-	.	ID=AT2G36790;Note=protein_coding_gene;Name=AT2G36790	AT2G36790	15123
Chr2	TAIR10	gene	15420355	15421964	.	+	.	ID=AT2G36792;Note=other_RNA;Name=AT2G36792	AT2G36792	15288
Chr2	TAIR10	gene	15423380	15425016	.	-	.	ID=AT2G36800;Note=protein_coding_gene;Name=AT2G36800	AT2G36800	18313
Chr2	TAIR10	gene	15425479	15439462	.	-	.	ID=AT2G36810;Note=protein_coding_gene;Name=AT2G36810	AT2G36810	9240
Chr2	TAIR10	gene	15440769	15441276	.	+	.	ID=AT2G36815;Note=protein_coding_gene;Name=AT2G36815	AT2G36815	7426
Chr2	TAIR10	gene	15445425	15446574	.	+	.	ID=AT2G36830;Note=protein_coding_gene;Name=AT2G36830	AT2G36830	2128
Chr2	TAIR10	gene	15449603	15451426	.	-	.	ID=AT2G36835;Note=protein_coding_gene;Name=AT2G36835	AT2G36835	496
Chr2	TAIR10	gene	15451573	15453714	.	-	.	ID=AT2G36840;Note=protein_coding_gene;Name=AT2G36840	AT2G36840	2466
Chr2	TAIR10	gene	15454697	15469889	.	-	.	ID=AT2G36850;Note=protein_coding_gene;Name=AT2G36850	AT2G36850	1598
Chr2	TAIR10	gene	15469719	15469904	.	+	.	ID=AT2G36854;Note=protein_coding_gene;Name=AT2G36854	AT2G36854	1583
Chr2	TAIR10	gene	15470209	15470245	.	-	.	ID=AT2G36860;Note=tRNA;Name=AT2G36860	AT2G36860	1242
Chr2	TAIR10	gene	15472645	15474681	.	-	.	ID=AT2G36870;Note=protein_coding_gene;Name=AT2G36870	AT2G36870	792
Chr2	TAIR10	gene	15479366	15481412	.	-	.	ID=AT2G36880;Note=protein_coding_gene;Name=AT2G36880	AT2G36880	2299
Chr2	TAIR10	gene	15481542	15481703	.	-	.	ID=AT2G36881;Note=protein_coding_gene;Name=AT2G36881	AT2G36881	4475
Chr2	TAIR10	gene	15482003	15483711	.	-	.	ID=AT2G36885;Note=protein_coding_gene;Name=AT2G36885	AT2G36885	4936
Chr2	TAIR10	gene	15485779	15487277	.	+	.	ID=AT2G36890;Note=protein_coding_gene;Name=AT2G36890	AT2G36890	8712
Chr2	TAIR10	gene	15489028	15490347	.	-	.	ID=AT2G36895;Note=protein_coding_gene;Name=AT2G36895	AT2G36895	11961
Chr2	TAIR10	gene	15491040	15492822	.	-	.	ID=AT2G36900;Note=protein_coding_gene;Name=AT2G36900	AT2G36900	13973
Chr2	TAIR10	gene	15502014	15507320	.	+	.	ID=AT2G36910;Note=protein_coding_gene;Name=AT2G36910	AT2G36910	4660
Chr2	TAIR10	gene	15508283	15508381	.	+	.	ID=AT2G36916;Note=protein_coding_gene;Name=AT2G36916	AT2G36916	3599
Chr2	TAIR10	gene	15508798	15509850	.	+	.	ID=AT2G36920;Note=protein_coding_gene;Name=AT2G36920	AT2G36920	2130
Chr2	TAIR10	gene	15509898	15511514	.	-	.	ID=AT2G36930;Note=protein_coding_gene;Name=AT2G36930	AT2G36930	466
Chr2	TAIR10	gene	15511786	15511987	.	-	.	ID=AT2G36940;Note=protein_coding_gene;Name=AT2G36940	AT2G36940	0
Chr2	TAIR10	gene	15515133	15516931	.	+	.	ID=AT2G36950;Note=protein_coding_gene;Name=AT2G36950	AT2G36950	0
Chr2	TAIR10	gene	15522920	15527758	.	+	.	ID=AT2G36960;Note=protein_coding_gene;Name=AT2G36960	AT2G36960	6405
Chr2	TAIR10	gene	15529006	15530749	.	+	.	ID=AT2G36970;Note=protein_coding_gene;Name=AT2G36970	AT2G36970	12491
Chr2	TAIR10	gene	15531161	15533265	.	+	.	ID=AT2G36980;Note=protein_coding_gene;Name=AT2G36980	AT2G36980	14646
Chr2	TAIR10	gene	15534779	15535192	.	-	.	ID=AT2G36985;Note=protein_coding_gene;Name=AT2G36985	AT2G36985	18264
Chr2	TAIR10	gene	15537258	15540139	.	-	.	ID=AT2G36990;Note=protein_coding_gene;Name=AT2G36990	AT2G36990	20743
Chr2	TAIR10	gene	15540299	15541248	.	+	.	ID=AT2G37000;Note=protein_coding_gene;Name=AT2G37000	AT2G37000	23784
Chr2	TAIR10	gene	15541720	15546159	.	+	.	ID=AT2G37010;Note=protein_coding_gene;Name=AT2G37010	AT2G37010	20655
Chr2	TAIR10	gene	15546424	15549037	.	+	.	ID=AT2G37020;Note=protein_coding_gene;Name=AT2G37020	AT2G37020	17777
Chr2	TAIR10	gene	15549052	15552105	.	+	.	ID=AT2G37025;Note=protein_coding_gene;Name=AT2G37025	AT2G37025	14709
Chr2	TAIR10	gene	15553732	15554106	.	+	.	ID=AT2G37030;Note=protein_coding_gene;Name=AT2G37030	AT2G37030	12708
Chr2	TAIR10	gene	15554917	15556831	.	-	.	ID=AT2G37035;Note=protein_coding_gene;Name=AT2G37035	AT2G37035	9983
Chr2	TAIR10	gene	15557376	15560363	.	-	.	ID=AT2G37040;Note=protein_coding_gene;Name=AT2G37040	AT2G37040	6451
Chr2	TAIR10	gene	15568986	15573726	.	+	.	ID=AT2G37050;Note=protein_coding_gene;Name=AT2G37050	AT2G37050	227
Chr2	TAIR10	gene	15576024	15577877	.	+	.	ID=AT2G37060;Note=protein_coding_gene;Name=AT2G37060	AT2G37060	124
Chr2	TAIR10	gene	15578415	15581308	.	+	.	ID=AT2G37070;Note=protein_coding_gene;Name=AT2G37070	AT2G37070	2059
Chr2	TAIR10	gene	15581386	15585186	.	-	.	ID=AT2G37080;Note=protein_coding_gene;Name=AT2G37080	AT2G37080	0
Chr2	TAIR10	gene	15587394	15589257	.	-	.	ID=AT2G37090;Note=protein_coding_gene;Name=AT2G37090	AT2G37090	3854
Chr2	TAIR10	gene	15591101	15592104	.	+	.	ID=AT2G37100;Note=protein_coding_gene;Name=AT2G37100	AT2G37100	3017
Chr2	TAIR10	gene	15592552	15594014	.	+	.	ID=AT2G37110;Note=protein_coding_gene;Name=AT2G37110	AT2G37110	1107
Chr2	TAIR10	gene	15594030	15594961	.	-	.	ID=AT2G37120;Note=protein_coding_gene;Name=AT2G37120	AT2G37120	160
Chr2	TAIR10	gene	15597921	15600077	.	-	.	ID=AT2G37130;Note=protein_coding_gene;Name=AT2G37130	AT2G37130	711
Chr2	TAIR10	gene	15602863	15603329	.	+	.	ID=AT2G37140;Note=protein_coding_gene;Name=AT2G37140	AT2G37140	5653
Chr2	TAIR10	gene	15603581	15608454	.	-	.	ID=AT2G37150;Note=protein_coding_gene;Name=AT2G37150	AT2G37150	6371
Chr2	TAIR10	gene	15608827	15612934	.	+	.	ID=AT2G37160;Note=protein_coding_gene;Name=AT2G37160	AT2G37160	10412
Chr2	TAIR10	gene	15613402	15614857	.	-	.	ID=AT2G37170;Note=protein_coding_gene;Name=AT2G37170	AT2G37170	8489
Chr2	TAIR10	gene	15617708	15619155	.	+	.	ID=AT2G37180;Note=protein_coding_gene;Name=AT2G37180	AT2G37180	4191
Chr2	TAIR10	gene	15619407	15620119	.	-	.	ID=AT2G37190;Note=protein_coding_gene;Name=AT2G37190	AT2G37190	3227
Chr2	TAIR10	gene	15620349	15621632	.	+	.	ID=AT2G37195;Note=protein_coding_gene;Name=AT2G37195	AT2G37195	1714
Chr2	TAIR10	gene	15621954	15623097	.	-	.	ID=AT2G37200;Note=protein_coding_gene;Name=AT2G37200	AT2G37200	249
Chr2	TAIR10	gene	15623991	15626940	.	-	.	ID=AT2G37210;Note=protein_coding_gene;Name=AT2G37210	AT2G37210	107
Chr2	TAIR10	gene	15634525	15636409	.	-	.	ID=AT2G37220;Note=protein_coding_gene;Name=AT2G37220	AT2G37220	10641
Chr2	TAIR10	gene	15637046	15639522	.	-	.	ID=AT2G37230;Note=protein_coding_gene;Name=AT2G37230	AT2G37230	13162
Chr2	TAIR10	gene	15639939	15641763	.	-	.	ID=AT2G37240;Note=protein_coding_gene;Name=AT2G37240	AT2G37240	16055
Chr2	TAIR10	gene	15641906	15643786	.	+	.	ID=AT2G37250;Note=protein_coding_gene;Name=AT2G37250	AT2G37250	18022
Chr2	TAIR10	gene	15644840	15647065	.	+	.	ID=AT2G37260;Note=protein_coding_gene;Name=AT2G37260	AT2G37260	20956
Chr2	TAIR10	gene	15647677	15649221	.	-	.	ID=AT2G37270;Note=protein_coding_gene;Name=AT2G37270	AT2G37270	23793
Chr2	TAIR10	gene	15650400	15656417	.	+	.	ID=AT2G37280;Note=protein_coding_gene;Name=AT2G37280	AT2G37280	26516
Chr2	TAIR10	gene	15656427	15661685	.	-	.	ID=AT2G37290;Note=protein_coding_gene;Name=AT2G37290	AT2G37290	26851
Chr2	TAIR10	gene	15662567	15664599	.	-	.	ID=AT2G37300;Note=protein_coding_gene;Name=AT2G37300	AT2G37300	23937
Chr2	TAIR10	gene	15664800	15667079	.	-	.	ID=AT2G37310;Note=protein_coding_gene;Name=AT2G37310	AT2G37310	21457
Chr2	TAIR10	gene	15667208	15668851	.	+	.	ID=AT2G37320;Note=protein_coding_gene;Name=AT2G37320	AT2G37320	19685
Chr2	TAIR10	gene	15669138	15670187	.	+	.	ID=AT2G37330;Note=protein_coding_gene;Name=AT2G37330	AT2G37330	18349
Chr2	TAIR10	gene	15670147	15672700	.	-	.	ID=AT2G37340;Note=protein_coding_gene;Name=AT2G37340	AT2G37340	15836
Chr2	TAIR10	gene	15673442	15675920	.	-	.	ID=AT2G37360;Note=protein_coding_gene;Name=AT2G37360	AT2G37360	12616
Chr2	TAIR10	gene	15673687	15675978	.	+	.	ID=AT2G37362;Note=other_RNA;Name=AT2G37362	AT2G37362	12558
Chr2	TAIR10	gene	15679115	15683217	.	+	.	ID=AT2G37370;Note=protein_coding_gene;Name=AT2G37370	AT2G37370	5319
Chr2	TAIR10	gene	15686758	15688003	.	+	.	ID=AT2G37380;Note=protein_coding_gene;Name=AT2G37380	AT2G37380	533
Chr2	TAIR10	gene	15694200	15695825	.	+	.	ID=AT2G37390;Note=protein_coding_gene;Name=AT2G37390	AT2G37390	5111
Chr2	TAIR10	gene	15696155	15697402	.	-	.	ID=AT2G37400;Note=protein_coding_gene;Name=AT2G37400	AT2G37400	7066
Chr2	TAIR10	gene	15697834	15699275	.	-	.	ID=AT2G37410;Note=protein_coding_gene;Name=AT2G37410	AT2G37410	8745
Chr2	TAIR10	gene	15700331	15705346	.	+	.	ID=AT2G37420;Note=protein_coding_gene;Name=AT2G37420	AT2G37420	8068
Chr2	TAIR10	gene	15706357	15707224	.	+	.	ID=AT2G37430;Note=protein_coding_gene;Name=AT2G37430	AT2G37430	6190
Chr2	TAIR10	gene	15709808	15710912	.	+	.	ID=AT2G37435;Note=protein_coding_gene;Name=AT2G37435	AT2G37435	2502
Chr2	TAIR10	gene	15718053	15722108	.	+	.	ID=AT2G37440;Note=protein_coding_gene;Name=AT2G37440	AT2G37440	4266
Chr2	TAIR10	gene	15722568	15725062	.	-	.	ID=AT2G37450;Note=protein_coding_gene;Name=AT2G37450	AT2G37450	4459
Chr2	TAIR10	gene	15726448	15729098	.	-	.	ID=AT2G37460;Note=protein_coding_gene;Name=AT2G37460	AT2G37460	423
Chr2	TAIR10	gene	15736764	15737368	.	+	.	ID=AT2G37470;Note=protein_coding_gene;Name=AT2G37470	AT2G37470	4413
Chr2	TAIR10	gene	15737842	15739848	.	+	.	ID=AT2G37478;Note=protein_coding_gene;Name=AT2G37478	AT2G37478	5491
Chr2	TAIR10	gene	15737842	15739848	.	+	.	ID=AT2G37480;Note=protein_coding_gene;Name=AT2G37480	AT2G37480	5491
Chr2	TAIR10	gene	15739783	15742838	.	-	.	ID=AT2G37500;Note=protein_coding_gene;Name=AT2G37500	AT2G37500	7432
Chr2	TAIR10	gene	15742992	15744541	.	-	.	ID=AT2G37510;Note=protein_coding_gene;Name=AT2G37510	AT2G37510	10641
Chr2	TAIR10	gene	15744769	15750107	.	-	.	ID=AT2G37520;Note=protein_coding_gene;Name=AT2G37520	AT2G37520	12418
Chr2	TAIR10	gene	15750970	15751672	.	+	.	ID=AT2G37530;Note=protein_coding_gene;Name=AT2G37530	AT2G37530	18619
Chr2	TAIR10	gene	15751568	15753967	.	-	.	ID=AT2G37540;Note=protein_coding_gene;Name=AT2G37540	AT2G37540	19217
Chr2	TAIR10	gene	15755097	15757601	.	-	.	ID=AT2G37550;Note=protein_coding_gene;Name=AT2G37550	AT2G37550	22746
Chr2	TAIR10	gene	15756722	15758279	.	+	.	ID=AT2G37555;Note=other_RNA;Name=AT2G37555	AT2G37555	24371
Chr2	TAIR10	gene	15758645	15761262	.	+	.	ID=AT2G37560;Note=protein_coding_gene;Name=AT2G37560	AT2G37560	26294
Chr2	TAIR10	gene	15761300	15763383	.	-	.	ID=AT2G37570;Note=protein_coding_gene;Name=AT2G37570	AT2G37570	28949
Chr2	TAIR10	gene	15764728	15765553	.	+	.	ID=AT2G37580;Note=protein_coding_gene;Name=AT2G37580	AT2G37580	32377
Chr2	TAIR10	gene	15765784	15767878	.	+	.	ID=AT2G37585;Note=protein_coding_gene;Name=AT2G37585	AT2G37585	33433
Chr2	TAIR10	gene	15769121	15770619	.	+	.	ID=AT2G37590;Note=protein_coding_gene;Name=AT2G37590	AT2G37590	36770
Chr2	TAIR10	gene	15774245	15775374	.	-	.	ID=AT2G37600;Note=protein_coding_gene;Name=AT2G37600	AT2G37600	35117
Chr2	TAIR10	gene	15776869	15777673	.	-	.	ID=AT2G37610;Note=protein_coding_gene;Name=AT2G37610	AT2G37610	32818
Chr2	TAIR10	gene	15779174	15781561	.	+	.	ID=AT2G37620;Note=protein_coding_gene;Name=AT2G37620	AT2G37620	28930
Chr2	TAIR10	gene	15781615	15783433	.	-	.	ID=AT2G37630;Note=protein_coding_gene;Name=AT2G37630	AT2G37630	27058
Chr2	TAIR10	gene	15787705	15789853	.	-	.	ID=AT2G37640;Note=protein_coding_gene;Name=AT2G37640	AT2G37640	20638
Chr2	TAIR10	gene	15792623	15795235	.	+	.	ID=AT2G37650;Note=protein_coding_gene;Name=AT2G37650	AT2G37650	15256
Chr2	TAIR10	gene	15795213	15797059	.	-	.	ID=AT2G37660;Note=protein_coding_gene;Name=AT2G37660	AT2G37660	13432
Chr2	TAIR10	gene	15797384	15800536	.	-	.	ID=AT2G37670;Note=protein_coding_gene;Name=AT2G37670	AT2G37670	9955
Chr2	TAIR10	gene	15801465	15802793	.	-	.	ID=AT2G37678;Note=protein_coding_gene;Name=AT2G37678	AT2G37678	7698
Chr2	TAIR10	gene	15803243	15805573	.	-	.	ID=AT2G37680;Note=protein_coding_gene;Name=AT2G37680	AT2G37680	4918
Chr2	TAIR10	gene	15805715	15810552	.	+	.	ID=AT2G37690;Note=protein_coding_gene;Name=AT2G37690	AT2G37690	0
Chr2	TAIR10	gene	15810581	15814208	.	-	.	ID=AT2G37700;Note=protein_coding_gene;Name=AT2G37700	AT2G37700	18
Chr2	TAIR10	gene	15814718	15817004	.	-	.	ID=AT2G37710;Note=protein_coding_gene;Name=AT2G37710	AT2G37710	2144
Chr2	TAIR10	gene	15818082	15821295	.	+	.	ID=AT2G37720;Note=protein_coding_gene;Name=AT2G37720	AT2G37720	0
Chr2	TAIR10	gene	15822186	15824538	.	-	.	ID=AT2G37730;Note=protein_coding_gene;Name=AT2G37730	AT2G37730	2297
Chr2	TAIR10	gene	15827706	15828620	.	-	.	ID=AT2G37740;Note=protein_coding_gene;Name=AT2G37740	AT2G37740	7817
Chr2	TAIR10	gene	15830989	15831558	.	+	.	ID=AT2G37750;Note=protein_coding_gene;Name=AT2G37750	AT2G37750	5160
Chr2	TAIR10	gene	15831854	15833920	.	+	.	ID=AT2G37760;Note=protein_coding_gene;Name=AT2G37760	AT2G37760	2798
Chr2	TAIR10	gene	15834867	15837001	.	+	.	ID=AT2G37770;Note=protein_coding_gene;Name=AT2G37770	AT2G37770	0
Chr2	TAIR10	gene	15837442	15838302	.	-	.	ID=AT2G37780;Note=protein_coding_gene;Name=AT2G37780	AT2G37780	658
Chr2	TAIR10	gene	15838764	15840932	.	+	.	ID=AT2G37790;Note=protein_coding_gene;Name=AT2G37790	AT2G37790	1980
Chr2	TAIR10	gene	15841039	15843610	.	-	.	ID=AT2G37800;Note=protein_coding_gene;Name=AT2G37800	AT2G37800	1498
Chr2	TAIR10	gene	15845350	15846051	.	-	.	ID=AT2G37810;Note=protein_coding_gene;Name=AT2G37810	AT2G37810	20
Chr2	TAIR10	gene	15847492	15848490	.	+	.	ID=AT2G37820;Note=protein_coding_gene;Name=AT2G37820	AT2G37820	153
Chr2	TAIR10	gene	15851803	15856301	.	+	.	ID=AT2G37840;Note=protein_coding_gene;Name=AT2G37840	AT2G37840	4464
Chr2	TAIR10	gene	15856630	15858920	.	+	.	ID=AT2G37860;Note=protein_coding_gene;Name=AT2G37860	AT2G37860	9291
Chr2	TAIR10	gene	15859239	15859907	.	+	.	ID=AT2G37870;Note=protein_coding_gene;Name=AT2G37870	AT2G37870	11900
Chr2	TAIR10	gene	15860633	15861618	.	+	.	ID=AT2G37880;Note=protein_coding_gene;Name=AT2G37880	AT2G37880	13294
Chr2	TAIR10	gene	15861688	15864009	.	-	.	ID=AT2G37890;Note=protein_coding_gene;Name=AT2G37890	AT2G37890	14349
Chr2	TAIR10	gene	15864396	15866408	.	-	.	ID=AT2G37900;Note=protein_coding_gene;Name=AT2G37900	AT2G37900	13665
Chr2	TAIR10	gene	15868399	15869097	.	+	.	ID=AT2G37910;Note=protein_coding_gene;Name=AT2G37910	AT2G37910	10976
Chr2	TAIR10	gene	15868580	15870071	.	-	.	ID=AT2G37920;Note=protein_coding_gene;Name=AT2G37920	AT2G37920	10002
Chr2	TAIR10	gene	15870220	15870697	.	-	.	ID=AT2G37925;Note=protein_coding_gene;Name=AT2G37925	AT2G37925	9376
Chr2	TAIR10	gene	15873117	15874972	.	+	.	ID=AT2G37930;Note=protein_coding_gene;Name=AT2G37930	AT2G37930	5101
Chr2	TAIR10	gene	15876750	15879655	.	+	.	ID=AT2G37940;Note=protein_coding_gene;Name=AT2G37940	AT2G37940	418
Chr2	TAIR10	gene	15882488	15883979	.	-	.	ID=AT2G37950;Note=protein_coding_gene;Name=AT2G37950	AT2G37950	0
Chr2	TAIR10	gene	15886548	15889220	.	-	.	ID=AT2G37960;Note=protein_coding_gene;Name=AT2G37960	AT2G37960	153
Chr2	TAIR10	gene	15890972	15891843	.	+	.	ID=AT2G37970;Note=protein_coding_gene;Name=AT2G37970	AT2G37970	4577
Chr2	TAIR10	gene	15891735	15893639	.	-	.	ID=AT2G37975;Note=protein_coding_gene;Name=AT2G37975	AT2G37975	5340
Chr2	TAIR10	gene	15894057	15897610	.	-	.	ID=AT2G37980;Note=protein_coding_gene;Name=AT2G37980	AT2G37980	7662
Chr2	TAIR10	gene	15900635	15903218	.	+	.	ID=AT2G37990;Note=protein_coding_gene;Name=AT2G37990	AT2G37990	2900
Chr2	TAIR10	gene	15903125	15905391	.	-	.	ID=AT2G38000;Note=protein_coding_gene;Name=AT2G38000	AT2G38000	727
Chr2	TAIR10	gene	15906862	15909931	.	+	.	ID=AT2G38010;Note=protein_coding_gene;Name=AT2G38010	AT2G38010	386
Chr2	TAIR10	gene	15909908	15914710	.	-	.	ID=AT2G38020;Note=protein_coding_gene;Name=AT2G38020	AT2G38020	3432
Chr2	TAIR10	gene	15914958	15916733	.	-	.	ID=AT2G38025;Note=protein_coding_gene;Name=AT2G38025	AT2G38025	8482
Chr2	TAIR10	gene	15916817	15916889	.	+	.	ID=AT2G38030;Note=tRNA;Name=AT2G38030	AT2G38030	10341
Chr2	TAIR10	gene	15917093	15921170	.	+	.	ID=AT2G38040;Note=protein_coding_gene;Name=AT2G38040	AT2G38040	10617
Chr2	TAIR10	gene	15921136	15922313	.	-	.	ID=AT2G38050;Note=protein_coding_gene;Name=AT2G38050	AT2G38050	14660
Chr2	TAIR10	gene	15922557	15925623	.	-	.	ID=AT2G38060;Note=protein_coding_gene;Name=AT2G38060	AT2G38060	14093
Chr2	TAIR10	gene	15928591	15930794	.	+	.	ID=AT2G38070;Note=protein_coding_gene;Name=AT2G38070	AT2G38070	8922
Chr2	TAIR10	gene	15934460	15937616	.	+	.	ID=AT2G38080;Note=protein_coding_gene;Name=AT2G38080	AT2G38080	2100
Chr2	TAIR10	gene	15944711	15947085	.	+	.	ID=AT2G38090;Note=protein_coding_gene;Name=AT2G38090	AT2G38090	0
